Application Id,Application Number,Office,Application Date,Publication Number,Publication Date,Publication Kind,IPC,Applicants,Inventors,Priority Data,Publication Language,Title,Designated States,Abstract,Related Patent Documents,Grant Number,Grant Date,CPC,Agents,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN396317043,202211308830,China,25.10.2022,115960950,14.04.2023,A,"C12N 15/82
					






C12N 15/29
					






C07K 14/415
					






A01H 6/82
					






A01H 5/00
					






C12Q 1/6895
					






View more classifications
							






C12N 15/82
					






C12N 15/29
					






C07K 14/415
					






A01H 6/82
					






A01H 5/00
					






C12Q 1/6895
					






C12N 15/11
					






View less classifications",HENAN UNIVERSITY河南大学,ZHU YINGFANG祝英方JIAO ZHIXIN焦志鑫XU RUI许睿,,,"(EN) Tomato SlBBX31 gene, InDel marker and application(ZH) 番茄SlBBX31基因、InDel标记及应用",,"(EN) The invention discloses a tomato SlBBX31 gene, an InDel marker and application of the tomato SlBBX31 gene and the InDel marker. The nucleotide sequence of the SlBBX31 gene is as shown in SEQ ID NO. 1. According to the invention, SlBBX31 is knocked out from tomato MT (micro-Tom) by using a gene editing technology CRISPR-Cas9 and an agrobacterium tumefaciens-mediated stable tomato genetic transformation method for functional verification, which shows that the cold resistance of a tomato plant is reduced due to deletion of the SlBBX31 gene, and meanwhile, the plant with excessive expression of SlBBX31 shows a phenotype with increased cold resistance; the result shows that the SlBBX31 plays an important role in regulating and controlling the tomato to respond to the low-temperature stress response. The analysis on the variation site of the SlBBX31 gene finds that in different anti-susceptibility materials in a tomato group, the promoter region of the SlBBX31 gene has 27 bp insertion/deletion (Indel) variation, the variety with 27 bp base fragment insertion is sensitive to cold stress, the variety without 27 bp base fragment insertion is strong in cold stress resistance, a co-dominant InDel marker is developed by utilizing the deletion mutation site, and the mutation site of the SlBBX31 gene is identified by utilizing the co-dominant InDel marker. The application of the marker can accelerate the breeding process of tomato cold resistance.(ZH) 本发明公开了一种番茄SlBBX31基因、InDel标记及应用，所述SlBBX31基因的核苷酸序列如SEQ ID NO.1所示。本发明利用基因编辑技术CRISPR‑Cas9和农杆菌介导的稳定番茄遗传转化方法将SlBBX31从番茄MT（micro‑Tom）中敲除进行功能验证，得出SlBBX31基因缺失导致番茄植株的耐冷性降低，同时SlBBX31超量表达植株表现出耐冷性增加的表型，表明SlBBX31在调控番茄响应低温胁迫应答中起着重要功能。对SlBBX31基因变异位点分析发现，在番茄群体中不同的抗感材料中，SlBBX31基因的启动子区域有27 bp的插入/缺失（Indel）变异，有27 bp碱基片段插入的品种对冷胁迫敏感，无27 bp碱基片段插入的品种抗冷胁迫能力强，利用该缺失突变位点开发了1个共显性InDel标记，该标记的应用将加速番茄抗冷的育种进程。",,,,,北京华际知识产权代理有限公司 11676,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN395074893,202211505627,China,28.11.2022,115838724,24.03.2023,B,"C12N 15/113
					






C12N 15/84
					






C12N 15/29
					






C07K 14/415
					






A01H 5/10
					






A01H 6/46
					








C12N 15/113
					






C12N 15/84
					






C12N 15/29
					






C07K 14/415
					






A01H 5/10
					






A01H 6/46
					






View less classifications",JIANGXI AGRICULTURAL UNIVERSITY江西农业大学CHINA NATIONAL RICE RESEARCH INSTITUTE中国水稻研究所,CAI YICONG蔡怡聪QIN LU秦璐ZHONG ZHIHUI钟智慧HE HAOHUA贺浩华HU PEISONG胡培松TANG SHAOQING唐绍清WEI XIANGJIN魏祥进JIAO GUI'AI焦桂爱BIAN JIANMIN边建民XU JIE徐杰ZHOU DAHU周大虎CHEN XIAORONG陈小荣,,,(EN) Oligo DNA group of sgRNA of two fixed-point knockout rice gene OsZFP8 and application of oligo DNA group(ZH) 两个定点敲除水稻基因OsZFP8的sgRNA的oligo DNA组及其应用,,"(EN) The invention discloses an oligo DNA group of sgRNA of two fixed-point knockout rice genes OsZFP8 and application of the oligo DNA group, two sgRNA nucleotide sequences of gene editing OsZFP8 are shown in a sequence table SEQ ID NO.1 and SEQ ID NO.2, a Crispr Cas9 gene editing carrier is constructed, an agrobacterium-mediated method is used for transforming rice callus, a positive transgenic plant is obtained through screening and identification, and the rice OsZFP8 gene is knocked out. The chalky grain rate of the rice mutants with two different mutation modes obtained by utilizing a Crispr Cas9 gene editing system is obviously increased, and the endosperm of the rice is opaque. A wild type normal functional OsZFP8 gene CDS sequence is introduced into a mutant through a transgenic method, so that mutant rice endosperm can be restored to a wild type transparent phenotype. The sgRNA prepared by the invention can efficiently, quickly and accurately edit the rice OsZFP8 gene in a targeted manner, and has certain significance in fundamental research (rice endosperm development and rice quality molecular mechanism) and production practice (rice quality improvement).(ZH) 本发明公开了一种两个定点敲除水稻基因OsZFP8的sgRNA的oligo DNA组及其应用，基因编辑OsZFP8的两个sgRNA核苷酸序列如序列表SEQ ID NO.1和SEQ ID NO.2所示，通过构建Crispr Cas9基因编辑载体利用农杆菌介导法转化水稻愈伤组织，筛选鉴定获取阳性转基因植株，实现对水稻OsZFP8基因的敲除。利用Crispr Cas9基因编辑系统获取的两种不同突变方式的突变体稻米均出现垩白粒率显著增高，稻米胚乳呈不透明状。通过转基因方法将野生型正常有功能的OsZFP8基因CDS序列导入突变体中，可使突变体稻米胚乳恢复到野生型透明表型。利用本发明制备的sgRNA可高效、快速、精确靶向编辑水稻OsZFP8基因，在基础研究(水稻胚乳发育与稻米品质分子机理)和生产实践(水稻品质改良)上具有一定的意义。",,115838724,11.02.2025,,CAI YICONG蔡怡聪QIN LU秦璐ZHONG ZHIHUI钟智慧HE HAOHUA贺浩华HU PEISONG胡培松TANG SHAOQING唐绍清WEI XIANGJIN魏祥进JIAO GUI'AI焦桂爱BIAN JIANMIN边建民XU JIE徐杰ZHOU DAHU周大虎CHEN XIAORONG陈小荣,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN107128313,201410210447,China,16.05.2014,103981212,13.08.2014,B,"C12N 15/82
					






A01H 4/00
					






A01H 5/00
					








C12N 15/82
					






A01H 4/00
					






A01H 5/00
					






View less classifications",安徽省农业科学院水稻研究所,魏鹏程杨剑波李莉宋丰顺马卉倪金龙秦瑞英李浩陆徐忠杨亚春,,,(EN) Breeding method capable of changing glume color of rice varieties with yellow glume to brownness(ZH) 将黄色颖壳的水稻品种的颖壳颜色改为褐色的育种方法,,"(EN) The invention provides a breeding method capable of changing the glume color of rice varieties with yellow glume to brownness. The breeding method comprises the following steps: selecting a target fragment in an extron region of a glume color determining gene OsCAD2, constructing a plant CRISPR/Cas9 targeting recombinant vector, guiding the recombination vector into a rice cell, regenerating the rice cell into seedlings, and sequencing genome target fragments of regenerated strains so as to obtain the strains, two allelic genes OsCAD2 of which simultaneously suffer function deletion mutation. Through phenotype identification, the change of the glume color is realized. Experiments prove that the breeding method can quickly change the glume color of the rice varieties.(ZH) 
本发明提供了一种将黄色颖壳的水稻品种的颖壳颜色改为褐色的育种方法，包含以下步骤：在颖壳颜色决定基因OsCAD2外显子区选取靶标片段并构建植物CRISPR/Cas9打靶重组载体，导入水稻细胞并再生成苗，在通过对再生株系基因组目标片段的测序，获取携带两个等位OsCAD2基因同时发生功能缺失突变的株系，经过表型鉴定，实现颖壳颜色的改变。实验表明，本方法可快速改变水稻品种的颖壳颜色。",,103981212,01.06.2016,,北京律谱知识产权代理事务所(普通合伙) 11457,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN426589728,202410081091,China,19.01.2024,117721090,19.03.2024,A,"C12N 9/12
					






C12N 15/82
					






C12N 15/54
					






A01H 5/00
					






A01H 6/46
					








C12N 9/12
					






C12N 15/82
					






C12N 15/54
					






A01H 5/00
					






A01H 6/46
					






View less classifications","HUAZHONG AGRICULTURAL UNIVERSITY华中农业大学HUBEI DAODAO HONGYE BIOTECHNOLOGY CO., LTD.湖北稻道鸿业生物科技有限公司HUBEI HONGSHAN LABORATORY湖北洪山实验室HUBEI SHUANGSHUI SHUANGLV BIOTECHNOLOGY CO., LTD.湖北双水双绿生物科技有限公司",XIONG LIZHONG熊立仲YE TIANTIAN叶田田XIONG HAIYAN熊海燕WANG HUAIJUN王怀军LAI XUELEI赖雪雷,,,(EN) Application of OsCRK13 gene in controlling low temperature resistance of rice(ZH) OsCRK13基因在控制水稻耐低温性中的应用,,"(EN) The invention belongs to the technical field of plant genetic engineering, and discloses application of an OsCRK13 gene in controlling low temperature resistance of rice. According to the invention, the OsCRK13 gene capable of improving the low-temperature tolerance of rice is obtained through separation, cloning and functional verification. The nucleotide sequence of the OsCRK13 gene is as shown in SEQ ID NO: 1, and the sequence of protein coded by the gene is as shown in SEQ ID NO: 2. The gene OsCRK13 for controlling rice low-temperature response is cloned, CRISPR mutant phenotype identification is carried out on candidate genes, seedling stage low-temperature stress phenotype identification shows that when a gene segment is deleted, the low-temperature stress resistance of rice is reduced, and the function and the application way of the gene are proved.(ZH) 本发明属于植物基因工程技术领域，公开了OsCRK13基因在控制水稻耐低温性中的应用。本发明通过分离、克隆和通过功能验证得到一种能够提高水稻对低温耐受能力的OsCRK13基因。所述OsCRK13基因的核苷酸序列如SEQ ID NO:1所示，该基因编码的蛋白质序列如SEQ ID:2所示。本发明克隆到控制水稻低温应答基因OsCRK13，并对候选基因进行CRISPR突变体表型鉴定，通过苗期低温胁迫表型鉴定表明，缺失该基因片段时，水稻耐低温胁迫能力降低，证实了该基因的功能及应用途径。",,,,,武汉宇晨专利事务所(普通合伙) 42001,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN395093302,202211478214,China,23.11.2022,115851763,28.03.2023,A,"C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






C12N 1/21
					






C12N 15/113
					






C12N 15/11
					






View more classifications
							






C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






C12N 1/21
					






C12N 15/113
					






C12N 15/11
					






A01H 5/00
					






A01H 6/82
					






C12R 1/01
					






View less classifications",NANJING UNIVERSITY南京大学,SHAO ZHUQING邵珠卿ZENG ZHEN曾桢,,,"(EN) Gene for regulating tomato growth and development, knockout method and application(ZH) 一种调控番茄生长发育的基因及敲除方法和应用",,"(EN) The invention discloses a gene for regulating and controlling growth and development of tomatoes as well as a knockout method and application of the gene. The nucleotide sequence of the gene is shown as SEQ ID NO.2. The method comprises the following steps: designing CRISPR/Cas9guideRNA for a PHO2 gene in the tomatoes, constructing a knockout vector by utilizing a pCC vector, obtaining a knockout plant of the PHO2 gene by utilizing tissue culture and agrobacterium infection, and identifying that the PHO2 gene is knocked out by gene sequencing through a Sanger method; through knockout of the gene SEQ ID NO.2, the tomato growth cycle can be prolonged, and the continuous flowering and fruiting capability can be maintained.(ZH) 本发明公开了一种调控番茄生长发育的基因及敲除方法和应用，它的核苷酸序列如SEQ ID NO.2所示，通过对番茄中PHO2基因设计CRISPR/Cas9guideRNA并利用pCC载体构建敲除载体，利用组培和农杆菌侵染得到PHO2基因的敲除植株，通过Sanger法基因测序鉴定PHO2基因被敲除；本发明通过对基因SEQ ID NO.2的敲除可以延长番茄生长周期并保持持续的开花结果能力。",,,,,南京新众合专利代理事务所(普通合伙) 32534,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN107128185,201410209552,China,16.05.2014,103981211,13.08.2014,B,"C12N 15/82
					






A01H 4/00
					






A01H 5/00
					








C12N 15/82
					






A01H 4/00
					






A01H 5/00
					






View less classifications",安徽省农业科学院水稻研究所,倪大虎杨剑波魏鹏程马卉李浩李莉倪金龙陆徐忠宋丰顺杨亚春,,,(EN) Breeding method for preparing closed glume pollination rice material(ZH) 一种创制闭颖授粉水稻材料的育种方法,,"(EN) The invention relates to a breeding method for preparing a closed glume pollination rice material. The method comprises the following steps: selecting target segments in an exon area of a rice closed glume pollination determining gene DEP2, establishing a plant CRISPR/Cas9 target recombinant carrier, introducing into rice cells and regenerating into seedlings, shearing to cause function deletion mutation of the rice cell DEP2 gene, and sequencing the target segments of the regenerated stain genome to obtain stains which carry two equipotential DEP2 genes and at the same time have function deletion mutation, wherein phenotype identification shows that the regenerated strains are converted into closed glume from opened glume in blooming and pollination. The experiment shows that by adopting the method, the closed glume pollination rice material can be rapidly obtained.(ZH) 本发明涉及一种创制闭颖授粉水稻材料的育种方法，包含以下步骤：在水稻闭颖授粉决定基因DEP2外显子区选取靶标片段并构建植物CRISPR/Cas9打靶重组载体，导入水稻细胞并再生成苗，通过剪切造成水稻细胞DEP2基因出现功能缺失突变，在通过对再生株系基因组目标片段的测序，获取携带两个等位DEP2基因同时发生功能缺失突变的株系，经过表型鉴定，确认再生植株开花授粉由开颖转为闭颖。实验表明，本方法可快速获得闭颖授粉水稻材料。",,,103981211,,北京律谱知识产权代理事务所(普通合伙) 11457,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
SG361458992,11202203928S,Singapore,15.10.2020,11202203928S,24.05.2022,A1,"C12N 9/88
					






C12N 15/62
					






C12N 9/10
					








C12N 9/88
					






C12N 15/62
					






C12N 9/10
					






View less classifications","PAIRWISE PLANTS SERVICES, INC.","WATTS, Joseph MatthewJALI, Sathya Sheela","62/916,392 17.10.2019 US",,(EN) VARIANTS OF CAS12A NUCLEASES AND METHODS OF MAKING AND USE THEREOF,,(EN) This invention relates to variants of Cas12a nucleases having altered protospacer adjacent motif recognition specificity. The invention further relates to methods of making CRISPR-CAS nuclease variants and methods of modifying nucleic acids using the variants.,"US20210115421

JP2022552409

EP4045643

CN114829595

KR1020220097408

BR112022007125

CA3157707

AU2020366358

WO/2021/076682

IL292117

NZ787124

CL2022000937

MX2022004549

BR112022007125This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

US20240076639

US20240076640

CL2024001733

CL2024001734

CL2024001737",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
NZ358654086,787124,New Zealand,11.04.2022,787124,29.04.2022,A,"C12N 9/88
					






C12N 15/62
					






C12N 9/10
					








C12N 9/88
					






C12N 15/62
					






C12N 9/10
					






View less classifications","PAIRWISE PLANTS SERVICES, INC.","WATTS, Joseph MatthewJALI, Sathya Sheela","62/916,392 17.10.2019 US",,(EN) VARIANTS OF CAS12A NUCLEASES AND METHODS OF MAKING AND USE THEREOF,,(EN) This invention relates to variants of Cas12a nucleases having altered protospacer adjacent motif recognition specificity. The invention further relates to methods of making CRISPR-CAS nuclease variants and methods of modifying nucleic acids using the variants.,"US20210115421

JP2022552409

EP4045643

CN114829595

KR1020220097408

BR112022007125

CA3157707

SG11202203928S

AU2020366358

WO/2021/076682

IL292117

CL2022000937

MX2022004549

BR112022007125This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

US20240076639

US20240076640

CL2024001733

CL2024001734

CL2024001737",,,,RnB IP Pty Ltd,,,,
,,,,,,,,,,,,,,,,,,,,,,,
UY335048793,1038992,Uruguay,18.12.2020,1038992,30.07.2021,A,"A01H 1/00
					








A01H 1/00
					






View less classifications","Pairwise Plants Services, Inc.","Wilding Crawford, Brian Charles","62/951,593 20.12.2019 US",,(ES) MUTACIÓN DE LOS FACTORES DE TRANSCRIPCIÓN DE LA FAMILIA DE FACTORES REGULADORES DE CRECIMIENTO PARA MEJORAR EL CRECIMIENTO DE PLANTAS,,"(ES) La presente invención se refiere a composiciones y métodos para modificar los factores de transcripción de la familia del Factor Regulador del Crecimiento (GRF) en las plantas para producir plantas que tengan características fenotípicas mejoradas, incluido un mayor crecimiento. Asimismo, se refiere a las plantas producidas utilizando los métodos y composiciones de la invención. También se refiere a métodos de edición génica de plantas para editar un gen endógeno de una planta y a complejos que comprende una proteína efectora CRISPR-Cas y ácidos nucleicos que codifican los mismos.","CA3165169

WO/2021/127341

US20210189414

BR112022012091

CN115103590

EP4075950

AR120866

BR112022012091This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

MX2022007766

IN202247037252

US20240263189",,,,JUAN LAPENNE DE SALTERAIN,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN251337903,201910400170,China,15.05.2019,110157715,23.08.2019,B,"C12N 15/29
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					








C12N 15/29
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






View less classifications",CHEN CHAO陈超,CHEN CHAO陈超LONG KAI龙凯ZHANG JIAXI张嘉禧XIE SHAOXUN谢少洵HUANG RUIPENG黄瑞鹏LI ZHIPENG李志鹏,,,(EN) Experimental method for increasing yield of high-amylose corn through knockout of ZmPAD1 gene(ZH) 一种敲除ZmPAD1基因提升高直链玉米产量的实验方法,,"(EN) The invention discloses an experimental method for increasing the yield of high-amylose corn through knockout of a ZmPAD1 gene, and belongs to the field of genetic engineering. The experimental methodmainly comprises the step of constructing a ZmPAD1 gene knockout CRISPR/Cas9 carrier to obtain a ZmPAD1 gene knockout high-amylose corn plant. According to the method, the interaction of ZmPAD1 protein with a corn starch branching enzyme SBEIIb is utilized, and by adjusting the modification effect of ZmPAD1 on a starch synthesis process in which a major gene ZmSBEII participates, the average weight of corn kernels is increased. The genetic engineering method has important practical significance in utilizing a starch synthesis modification gene for increasing the yield of corn of a special type.(ZH) 本发明公开了一种敲除ZmPAD1基因提升高直链玉米产量的实验方法，属于基因工程领域，主要包括：构建ZmPAD1基因敲除CRISPR/Cas9载体，获得ZmPAD1基因敲除的高直链淀粉玉米植株。该方法利用ZmPAD1蛋白对玉米淀粉分支酶SBEIIb的相互作用，通过调节ZmPAD1对主基因ZmSBEII参与的淀粉合成过程的修饰作用提升玉米籽粒平均重量。该基因工程方法的实现对利用淀粉合成修饰基因提升特种玉米的产量具有重要的实践意义。",,,31.03.2023,"C07K 14/415
					






C12N 15/8218
					






C12N 15/8245
					








C07K 14/415
					






C12N 15/8218
					






C12N 15/8245
					






View less classifications",,,,,
,,,,,,,,,,,,,,,,,,,,,,,
US323751145,17005090,United States of America,27.08.2020,20210139926,13.05.2021,A1,"C12N 15/82
					






C12N 15/11
					






C12N 15/113
					








C12N 15/82
					






C12N 15/11
					






C12N 15/113
					






View less classifications",KWS SAAT SE & CO. KGaA,Brent TRAUTERMAN,,,(EN) PLANT GENOME EDITING,,"(EN) 
The present invention relates to a nucleic acid cassette for improved genome editing by transiently silencing non-homologous end joining (NHEJ) and/or microhomology-mediated end joining (MMEJ) pathways during the editing process. A nucleic acid cassette according to the invention comprises (a) at least one RNA interference (RNAi) component, (b) at least one CRISPR guide RNA component and (c) at least one RNA activating unit, wherein the nucleic acid cassette is suitable for the simultaneous expression of at least one sequence encoding an RNA interference (RNAi) component and at least one sequence encoding a CRISPR guide RNA component. The invention further provides methods for modification of at least one genomic target sequence in a cell, wherein a nucleic acid cassette according to the invention and an RNA-guided site-specific nuclease is introduced in the cell and editing of the target sequence takes place while NHEJ and/or MMEJ pathways are silenced.",,,,"C12N 15/11
					






C12N 15/8218
					






C12N 2310/121
					






C12N 2310/20
					






C12N 2310/14
					






C12N 15/113
					








C12N 15/11
					






C12N 15/8218
					






C12N 2310/121
					






C12N 2310/20
					






C12N 2310/14
					






C12N 15/113
					






View less classifications",,,,,
