Application Id,Application Number,Office,Application Date,Publication Number,Publication Date,Publication Kind,IPC,CPC,Applicants,Inventors,Priority Data,Title,Abstract,Related Patent Documents,Grant Number,Grant Date,Agents,Designated States
CN333956305,202110475116,China,29.04.2021,113234840,10.08.2021,A,"C12Q 1/689
					






C12Q 1/6844
					






C12Q 1/04
					






C12N 15/11
					






C12R 1/64
					








C12Q 1/689
					






C12Q 1/6844
					






C12Q 1/04
					






C12N 15/11
					






C12R 1/64
					






View less classifications","C12Q 1/689
					






C12Q 1/6844
					








C12Q 1/689
					






C12Q 1/6844
					






View less classifications",HUAZHONG AGRICULTURAL UNIVERSITY华中农业大学,LUO CHAOXI罗朝喜LUO MEI罗梅MENG FANZHU孟凡珠ZHOU YANG周扬ZENG ZHEZHENG曾哲政YIN LIANGFEN尹良芬YIN WEIXIAO阴伟晓WANG LI王丽TAN QIN谭钦,,(EN) Kit for rapidly diagnosing peach bacterial shot hole disease(ZH) 一种快速诊断桃细菌性穿孔病的试剂盒,"(EN) The invention relates to a kit for rapidly diagnosing peach bacterial shot hole, and belongs to the technical field of plant protection. The kit comprises an RPA primer pair, a specific crRNA and a single-stranded DNA probe; the sequence of the RPA primer pair is as shown in SEQ ID NO.1-2, the sequence of the specific crRNA is as shown in SEQ ID NO.3, and the sequence of the single-stranded DNA probe is as shown in SEQ ID NO.4 and/or SEQ ID NO.5. The kit is used for detecting the main pathogenic bacteria Xap of the peach bacterial shot-hole disease on the basis of an RPA technology and a Crispr/Cas system, visual detection is realized through a transverse flow detection test strip and a miniature ultraviolet flashlight, the kit is simple and flexible, low in cost, high in sensitivity and high in specificity, a user can freely select the kit, the problem that the kit cannot be used in some scenes is effectively solved, and the method has a good application prospect in the field of peach disease diagnosis and monitoring.(ZH) 本发明涉及一种快速诊断桃细菌性穿孔病的试剂盒，属于植物保护技术领域。本发明的试剂盒含有RPA引物对、特异性crRNA和单链DNA探针，所述RPA引物对序列如SEQ ID NO.1‑2所示，所述特异性crRNA序列如SEQ ID NO.3所示，所述单链DNA探针序列如SEQ ID NO.4和/或SEQ ID NO.5所示。本发明的试剂盒基于RPA技术和Crispr/Cas系统进行桃细菌性穿孔病主要病原菌Xap检测，通过横向流动检测试纸条和微型紫外手电筒实现可视化检测，简单灵活，成本低廉，灵敏度高，特异性强，用户可以自由选择，有效避免了某些场景无法使用的问题，在桃树疾病诊断和监控领域应用前景良好。",,,,北京路浩知识产权代理有限公司 11002,
CN437332939,202410591022,China,13.05.2024,118460553,09.08.2024,A,"C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					








C12N 15/29
					






C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8261
					








C07K 14/415
					






C12N 15/8261
					






View less classifications",HENAN AGRICULTURAL UNIVERSITY河南农业大学,TANG JIHUA汤继华WANG YAFEI王雅菲CHEN YONGQIANG陈永强LI XUEYING李雪莹,,"(EN) Corn heterosis regulation gene ZmCNR5, coding protein thereof, mutant and application of corn heterosis regulation gene ZmCNR5(ZH) 玉米杂种优势调控基因ZmCNR5、其编码蛋白、突变体及其应用","(EN) The invention relates to a corn heterosis regulation gene ZmCNR5, a coding protein thereof, a mutant and application of the corn heterosis regulation gene ZmCNR5, and the gene ZmCNR5 for controlling the phenotype of the mutant is obtained and confirmed by performing phenotype analysis and gene editing on the Zmcnr5UFMu mutant and performing phenotype identification on a CRISPR/cas9 transgenic plant. The ZmCNR5 gene is located in an endoplasmic reticulum, encodes an MCA protein containing 184 amino acids, is a constitutive expression gene, and has the highest expression quantity in stem tip meristem. Researches show that the gene regulates maize cell division and expression of calcium ion steady-state pathway key genes, and negatively regulates maize heterosis. Research and utilization of the gene have important guiding significance on improvement of corn yield and quality.(ZH) 本发明申请涉及一种玉米杂种优势调控基因ZmCNR5、其编码蛋白、突变体及其应用，本发明申请通过对Zmcnr5<supgt;UFMu</supgt;突变体进行表型分析、基因编辑以及对CRISPR/cas9转基因植株进行表型鉴定，获得并确认了控制突变体表型的基因ZmCNR5。ZmCNR5基因定位在内质网，编码一种含有184个氨基酸的MCA蛋白，为组成型表达基因，在茎尖分生组织中表达量最高。研究表明该基因调控玉米细胞分裂、钙离子稳态通路关键基因的表达，负调控玉米杂种优势。该基因的研究及利用对提高玉米产量及其品质具有重要指导意义。",,,,郑州盈派知识产权代理事务所(普通合伙) 41196郑州盈派知识产权代理事务所(普通合伙) 41196,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
CN405905786,202310408544,China,17.04.2023,116590305,15.08.2023,A,"C12N 15/29
					






C12N 15/82
					






C12N 15/11
					






C07K 14/415
					






C12Q 1/6895
					






A01H 5/00
					






View more classifications
							






C12N 15/29
					






C12N 15/82
					






C12N 15/11
					






C07K 14/415
					






C12Q 1/6895
					






A01H 5/00
					






A01H 5/12
					






A01H 6/60
					






View less classifications","C07K 14/415
					






C12N 15/8218
					






C12N 15/8261
					






C12Q 1/6895
					






C12Q 2600/13
					






C12Q 2600/156
					






View more classifications
							






C07K 14/415
					






C12N 15/8218
					






C12N 15/8261
					






C12Q 1/6895
					






C12Q 2600/13
					






C12Q 2600/156
					






Y02A 40/146
					






View less classifications",HENAN AGRICULTURAL UNIVERSITY河南农业大学,TANG JIHUA汤继华FU ZHIYUAN付志远WANG YAFEI王雅菲ZHANG XUEHAI张雪海XUE YADONG薛亚东ZHANG ZHANHUI张战辉BO SHIRONG薄仕榕,,"(EN) Gene GHD05G2737 for regulating and controlling number of fruit branches and yield of cotton as well as encoding protein, expression vector and application of gene GHD05G2737(ZH) 棉花果枝数及产量调控基因GH_D05G2737、其编码蛋白、表达载体及其应用","(EN) The invention discloses a gene GHD05G2737 for regulating and controlling the number of fruit branches and the yield of cotton as well as an encoding protein, an expression vector and application of the gene GHD05G2737. The cotton gene GHD05G2737 is subjected to CRISPR/Cas9 editing, and the influence of the gene on character expressions such as the plant height, the leaf size, the fruit branch number, the effective cotton boll number and the yield of cotton is defined; the regulation and control effect on the cotton yield is determined; therefore, a powerful technical support is provided for improving the cotton yield by using the GHD05G2737 gene.(ZH) 本申请公开了一种棉花果枝数及产量调控基因GH_D05G2737、其编码蛋白、表达载体及其应用；本申请棉花基因GH_D05G2737进行CRISPR/Cas9编辑，明确了该基因对棉花株高、叶片大小、果枝数、有效棉铃数及产量等性状表现的影响；确定了其对棉花产量的调控作用；从而为利用GH_D05G2737基因提高棉花产量提供了有力的技术支撑。",,,,郑州盈派知识产权代理事务所(普通合伙) 41196郑州盈派知识产权代理事务所(普通合伙) 41196,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
KR418625476,1020220073299,Republic of Korea,16.06.2022,1020230172749,26.12.2023,A,"C12N 15/113
					






A01K 67/027
					






C12N 15/10
					






C12N 15/85
					








C12N 15/113
					






A01K 67/027
					






C12N 15/10
					






C12N 15/85
					






View less classifications","C12N 15/113
					






A01K 67/0275
					






C12N 15/102
					






C12N 15/85
					






A01K 2227/101
					






A01K 2227/102
					






View more classifications
							






C12N 15/113
					






A01K 67/0275
					






C12N 15/102
					






C12N 15/85
					






A01K 2227/101
					






A01K 2227/102
					






A01K 2227/103
					






A01K 2227/108
					






A01K 2267/0337
					






C12N 2310/20
					






View less classifications",대한민국(농촌진흥청장)대한민국(농림축산식품부 농림축산검역본부장)REPUBLIC OF KOREA(MANAGEMENT : RURAL DEVELOPMENT ADMINISTRATION)REPUBLIC OF KOREA(ANIMAL AND PLANT QUARANTINE AGENCY),CHAI HAN HALIM DAJEONGKIM TAE HUNPARK MI RIM채한화NOH YUN JEONG임다정LEE MIN JA김태헌박미림노윤정이민자,,(EN) GENE EDITING CELL ENCODING LC3 PROTEIN HAVING RESISTANCE TO FOOT-AND-MOUTH DISEASE VIRUS AND USE THEREOF(KO) 구제역 바이러스에 저항성을 갖는 LC3 단백질을 암호화하는 유전자 편집 세포 및 이의 용도,"(EN) The present invention relates to a gene editing cell encoding an LC3 protein resistant to foot-and-mouth disease virus and a use thereof and, more specifically, it has confirmed that by applying gene editing technology (CRISPR-Cas9) to foot-and-mouth disease susceptible cells, a gene-edited cell in which the functional region of LC3 was edited was resistant to foot-and-mouth disease virus, so that the gene editing cell can be used for selecting disease-resistant individuals or developing disease-resistant animals. COPYRIGHT KIPO 2024(KO) 본 발명은 구제역 바이러스에 저항성을 갖는 LC3 단백질을 암호화하는 유전자 편집 세포 및 이의 용도에 관한 것으로, 구체적으로 구제역 감수성세포에 유전자 편집기술 (CRISPR-Cas9)을 적용하여 LC3의 기능 부위를 편집한 유전자 편집 세포가 구제역 바이러스에 대한 저항능이 있음을 확인한 바, 질병저항성 개체 선발 또는 질병 저항성 동물 개발에 이용될 수 있다.",,,,이원희,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
CN306883870,202010377880,China,07.05.2020,111647570,11.09.2020,A,"C12N 9/02
					






C12N 15/53
					






C12N 15/70
					








C12N 9/02
					






C12N 15/53
					






C12N 15/70
					






View less classifications","C12N 9/001
					






C12Y 103/99031
					






C12N 15/70
					








C12N 9/001
					






C12Y 103/99031
					






C12N 15/70
					






View less classifications","INSTITUTE OF TROPICAL BIOSCIENCE AND BIOTECHNOLOGY, CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES中国热带农业科学院热带生物技术研究所",LI HUILIANG李辉亮PENG SHIQING彭世清GUO DONG郭冬WANG YING王颖ZHU JIAHONG朱家红,,(EN) Hevea brasiliensis phytoene desaturase HbPDS and encoding gene thereof(ZH) 一种橡胶树八氢番茄红素脱氢酶HbPDS及其编码基因,"(EN) The embodiment of the invention discloses a hevea brasiliensis phytoene desaturase HbPDS and an encoding gene thereof and belongs to the technical field of biology. The hevea brasiliensis phytoene desaturase HbPDS is an amino acid sequence as shown in SEQ ID NO:1. A fluorescence quantitative PCR analysis result of the hevea brasiliensis phytoene desaturase HbPDS provides a research basis for further illustration of functions and regulatory mechanisms of a Brazilian hevea brasiliensis HbPDS gene in plant growth and development and stress response, and provides an intuitive and fast endogenous detection reporter gene for establishment of a VIGS and CRISPR/Cas9 gene-silencing system to research the function of the hevea brasiliensis gene. The HbPDS gene is cloned into a pET-28a expression vector and then escherichia coli BL21 (DE3) is transformed; and the hevea brasiliensis phytoene desaturase can be efficiently expressed through IPTG induced expression, so that a novel phytoene desaturase source is provided for production research of lycopene.(ZH) 本发明实施例公开了一种橡胶树八氢番茄红素脱氢酶HbPDS及其编码基因，属于生物技术领域。一种橡胶树八氢番茄红素脱氢酶HbPDS，是如SEQ ID NO:1所示的氨基酸序列。本发明的荧光定量PCR分析结果为进一步阐明巴西橡胶树HbPDS基因在植物生长发育和胁迫应答中的功能和调控机制提供了研究基础，以及为建立VIGS和CRISPR/Cas9基因沉默体系研究橡胶树基因的功能提供了直观快捷的内源检测报告基因。本发明将HbPDS基因克隆到pET‑28a表达载体上，然后转化大肠杆菌BL21(DE3)，经IPTG诱导表达，可高效表达橡胶树八氢番茄红素脱氢酶，为进行番茄红素生产研究提供了新的八氢番茄红素脱氢酶源。",,,,北京知呱呱知识产权代理有限公司 11577,
,,,,,,,,,,,,,,,,,,
CN352775448,202080050300,China,17.07.2020,114072498,18.02.2022,A,"C12N 9/22
					






C12N 15/10
					






C12N 15/82
					








C12N 9/22
					






C12N 15/10
					






C12N 15/82
					






View less classifications","C12N 9/22
					






C12N 15/102
					






C12N 15/8213
					






C12N 2310/20
					






C12N 15/902
					






C12N 15/1096
					






View more classifications
							






C12N 9/22
					






C12N 15/102
					






C12N 15/8213
					






C12N 2310/20
					






C12N 15/902
					






C12N 15/1096
					






C12N 2510/00
					






View less classifications","PIONEER HI-BRED INTERNATIONAL, INC.先锋国际良种公司",DAS AMITA·达斯KANUGANTI SATISHS·卡奴甘地MOHANTY AMITABHA·莫罕蒂SVITASHEV SERGEIS·斯维塔舍夫TAVVA VENKATA SV·S·塔瓦,,(EN) DONOR DESIGN STRATEGY FOR CRISPR-CAS9 GENOME EDITING(ZH) CRISPR-CAS9基因组编辑的供体设计策略,"(EN) Methods and compositions are provided for the improvement of homology-directed repair of a double strand break in a plant cell, using concatemers of heterologous polynucleotides that are flanked by sequences capable of sequence hybridization with a guide RNA. In some aspects, the double strand break is created by an RNA-guided Cas endonuclease. The homology-directed repair of the double-strand break may include incorporation of a heterologous polynucleotide, for example a gene encoding a trait of agronomic importance. The homology-directed repair of the double-strand break may occur as a result of template-directed repair using a heterologous polynucleotide as a repair template.(ZH) 提供了用于使用异源多核苷酸的串联体改善植物细胞中双链断裂的同源定向修复的方法和组合物，这些串联体的侧翼是能够与指导RNA进行序列杂交的序列。在一些方面，该双链断裂由RNA指导的Cas内切核酸酶产生。该双链断裂的同源定向修复可包括并入异源多核苷酸，例如编码具有农艺学重要性的性状的基因。该双链断裂的同源定向修复可作为使用异源多核苷酸作为修复模板的模板定向修复的结果而发生。",,,62/877359 23.07.2019 US,中国专利代理(香港)有限公司 72001中国专利代理(香港)有限公司 72001,
